iter	Logloss
0	0.6354729105
1	0.5820478835
2	0.5299581461
3	0.480390195
4	0.4371344632
5	0.3975417624
6	0.3589277486
7	0.3288292349
8	0.3001336525
9	0.2719245626
10	0.2486389974
11	0.2277421869
12	0.2048497598
13	0.1839202635
14	0.1665031527
15	0.1510092139
16	0.1355165189
17	0.1222954545
18	0.1104765496
19	0.0990220193
20	0.08884574195
21	0.07974508339
22	0.07185202185
23	0.06458015494
24	0.05798784508
25	0.0520677561
26	0.04676138488
27	0.04216120968
28	0.03789258479
29	0.03408243574
30	0.03071583598
31	0.02767955174
32	0.02502536286
33	0.02261991786
34	0.02048311652
35	0.01849221326
36	0.01672069903
37	0.015117938
38	0.01373746688
39	0.01245892569
40	0.01128801628
41	0.01026440999
42	0.00931369144
43	0.008506547775
44	0.007772430889
45	0.007128500287
46	0.006495732812
47	0.005957533001
48	0.005451849371
49	0.00499373671
50	0.004603249149
51	0.004227780908
52	0.00387393924
53	0.003570763197
54	0.003296319495
55	0.003032040753
56	0.002812168522
57	0.002589618719
58	0.002386310726
59	0.002199971004
60	0.002039143129
61	0.001899699377
62	0.001759797116
63	0.001641069017
64	0.001526592632
65	0.001411319247
66	0.001306039873
67	0.001220714616
68	0.001141594423
69	0.001066607841
70	0.0009902786416
71	0.0009193150865
72	0.0008676175295
73	0.0008134229237
74	0.0007655112651
75	0.0007143518756
76	0.0006668066561
77	0.0006306255162
78	0.0005956722947
79	0.0005619478074
80	0.00052999618
81	0.0004979598234
82	0.0004708908227
83	0.0004456943425
84	0.0004198981962
85	0.0003977555522
86	0.0003744200661
87	0.0003538813556
88	0.0003354247012
89	0.0003197339666
90	0.0003037099896
91	0.0002922422239
92	0.000278829533
93	0.0002691906111
94	0.0002546754642
95	0.0002423707265
96	0.000235902875
97	0.00022629965
98	0.0002200907743
99	0.000209632312
100	0.0002046680771
101	0.0001994541055
102	0.0001922452717
103	0.0001866815125
104	0.0001764035211
105	0.0001689216137
106	0.0001658369572
107	0.0001620442669
108	0.0001583286628
109	0.0001528614254
110	0.0001466774914
111	0.0001400396937
112	0.000135100773
113	0.0001288121333
114	0.0001245650649
115	0.0001211755302
116	0.0001181659739
117	0.0001158808635
118	0.0001129459197
119	0.0001113488934
120	0.0001097168705
121	0.0001056432418
