iter	Logloss
0	0.6312980287
1	0.5781147405
2	0.5243266858
3	0.4775689098
4	0.4361237008
5	0.3974937787
6	0.3592102233
7	0.3243495103
8	0.2960360196
9	0.2671390227
10	0.240415565
11	0.2191309487
12	0.1970539099
13	0.1787182079
14	0.16086841
15	0.144578832
16	0.1301100973
17	0.1172055127
18	0.1054064418
19	0.09483273212
20	0.08579837211
21	0.0773698611
22	0.06956997097
23	0.062692693
24	0.05648798515
25	0.05080206652
26	0.04584989
27	0.0413322175
28	0.03728774415
29	0.03370503281
30	0.0304478106
31	0.02749444912
32	0.02487329376
33	0.02256810186
34	0.02049206967
35	0.01862183285
36	0.01690059822
37	0.01535218119
38	0.01396976847
39	0.01275118528
40	0.01159710818
41	0.01055800591
42	0.009658454542
43	0.008840905095
44	0.008082297388
45	0.007391123334
46	0.006765691497
47	0.006208577124
48	0.005706921053
49	0.005236779286
50	0.004811564741
51	0.004440851543
52	0.004089654746
53	0.003764449952
54	0.003511839663
55	0.003241582387
56	0.002997326867
57	0.002768668193
58	0.002565113139
59	0.002383252474
60	0.002211143915
61	0.002053003093
62	0.001908957704
63	0.001777214067
64	0.001659563121
65	0.001555225738
66	0.001453783907
67	0.00135736792
68	0.001271191278
69	0.001190809549
70	0.001122642257
71	0.001052283186
72	0.0009869390648
73	0.000927149017
74	0.0008723676702
75	0.0008208507904
76	0.0007727855782
77	0.000740089403
78	0.0006990028024
79	0.0006608444392
80	0.0006248786922
81	0.0005911121519
82	0.0005588844352
83	0.0005295922703
84	0.0005023497878
85	0.0004760657463
86	0.0004533018298
87	0.000434949279
88	0.0004159257928
89	0.0003965387246
90	0.0003782336406
91	0.0003615000661
92	0.0003451403975
93	0.0003303066002
94	0.0003167452639
95	0.000303609586
96	0.0002909157762
97	0.0002788109395
98	0.0002671781233
99	0.0002564857862
100	0.0002459471638
101	0.0002362476106
102	0.0002282061767
103	0.0002188876914
104	0.0002110435914
105	0.0002031754914
106	0.0001959309171
107	0.0001894528784
108	0.0001828418108
109	0.0001768102306
110	0.0001712860234
111	0.0001656427492
112	0.0001601236849
113	0.0001554423278
114	0.0001508695997
115	0.0001463437003
116	0.0001421653734
117	0.0001377648362
118	0.0001335333758
119	0.0001293577536
120	0.0001261980488
121	0.0001228662959
122	0.0001207775467
123	0.0001171779453
124	0.0001146975854
125	0.000111458328
126	0.0001085023381
127	0.0001068323425
128	0.0001048104698
129	0.0001018654989
130	0.0001007483146
131	9.805879217e-05
132	9.571688032e-05
133	9.46018198e-05
134	9.22979652e-05
135	9.091632292e-05
136	8.881090702e-05
137	8.672100546e-05
138	8.484548549e-05
139	8.340607161e-05
140	8.18176668e-05
141	8.102351202e-05
142	7.998870888e-05
143	7.883459586e-05
144	7.736461046e-05
145	7.586648211e-05
146	7.503002244e-05
147	7.409911486e-05
148	7.343736523e-05
149	7.228456174e-05
150	7.063348531e-05
151	7.012592664e-05
152	6.935665764e-05
153	6.854059326e-05
154	6.751089014e-05
155	6.673005921e-05
156	6.653417766e-05
157	6.640563918e-05
158	6.470215783e-05
159	6.414236566e-05
160	6.318934849e-05
161	6.240051753e-05
162	6.127358554e-05
163	6.078740312e-05
164	6.011881062e-05
165	5.939263223e-05
166	5.833860523e-05
167	5.734907842e-05
168	5.67286194e-05
169	5.640986129e-05
170	5.599479813e-05
171	5.58960264e-05
172	5.505818101e-05
173	5.44485125e-05
174	5.366061011e-05
175	5.315970383e-05
176	5.292932218e-05
177	5.217040084e-05
178	5.101702115e-05
179	5.037716683e-05
180	4.999517044e-05
181	4.902343892e-05
182	4.823387939e-05
183	4.803555974e-05
184	4.743171506e-05
185	4.661710307e-05
186	4.613760638e-05
187	4.591480094e-05
188	4.545098049e-05
189	4.501725537e-05
190	4.49029693e-05
191	4.423643871e-05
192	4.398240461e-05
193	4.333023597e-05
194	4.304542558e-05
