iter	Logloss
0	0.6290463887
1	0.5698703661
2	0.5170001329
3	0.4703895589
4	0.4266995096
5	0.3846786274
6	0.346578358
7	0.3119835985
8	0.2816893214
9	0.2539818297
10	0.2291961336
11	0.2069513985
12	0.1863897756
13	0.1677169922
14	0.1507059386
15	0.1357844506
16	0.1223774753
17	0.1096640328
18	0.09824136463
19	0.08798358304
20	0.07880268726
21	0.07047956381
22	0.06316752563
23	0.05650179546
24	0.05054537894
25	0.04526775881
26	0.04055493299
27	0.03633746758
28	0.03257753743
29	0.02920827699
30	0.0262978198
31	0.02359715882
32	0.02118617936
33	0.01903866535
34	0.01712558819
35	0.01541077168
36	0.01387460161
37	0.01250275047
38	0.01127267159
39	0.01017312069
40	0.009182413842
41	0.008301710183
42	0.007510573186
43	0.006801290426
44	0.006165360288
45	0.005593850893
46	0.005074941326
47	0.004613279196
48	0.004197470546
49	0.003821759741
50	0.003482582193
51	0.003177581368
52	0.002901184403
53	0.002651168258
54	0.002425036837
55	0.00221786378
56	0.002032628403
57	0.001860495543
58	0.001708408113
59	0.001570260564
60	0.00144106935
61	0.001323734537
62	0.001217043106
63	0.001122989175
64	0.001034355768
65	0.0009531508836
66	0.0008796978658
67	0.0008135068731
68	0.0007520072962
69	0.0006985490958
70	0.0006463921282
71	0.0005989730047
72	0.0005545312204
73	0.000515032576
74	0.000479216383
75	0.0004461149567
76	0.0004149209968
77	0.0003865454168
78	0.0003610957373
79	0.0003370726008
80	0.0003154790419
81	0.0003001541041
82	0.0002804849281
83	0.0002649940896
84	0.0002488048275
85	0.0002383006151
86	0.000223069637
87	0.0002100214772
88	0.0001983461462
89	0.0001867192546
90	0.0001760563242
91	0.0001692669825
92	0.0001606754196
93	0.0001512995866
94	0.0001436011472
95	0.0001382621374
96	0.0001307742572
97	0.0001255137387
98	0.0001186925639
99	0.0001122907259
100	0.0001077423413
101	0.0001043386779
102	9.901065459e-05
103	9.558519632e-05
104	9.091174268e-05
105	8.695786403e-05
106	8.311576949e-05
107	7.920053893e-05
108	7.577035739e-05
109	7.191125447e-05
110	6.872010956e-05
111	6.582400827e-05
112	6.304857452e-05
113	6.132687289e-05
114	5.933630101e-05
115	5.734547055e-05
116	5.490315964e-05
117	5.323594227e-05
118	5.18442721e-05
119	4.946124917e-05
120	4.861593286e-05
121	4.705833908e-05
122	4.592400104e-05
123	4.382503524e-05
124	4.236740302e-05
125	4.213278798e-05
126	4.047898769e-05
127	3.904974395e-05
128	3.751878034e-05
129	3.620449541e-05
130	3.495566399e-05
131	3.367806198e-05
132	3.255569589e-05
133	3.143199671e-05
134	3.082671111e-05
135	3.044792423e-05
136	2.906458298e-05
137	2.855111102e-05
138	2.803793785e-05
139	2.719155565e-05
140	2.691566082e-05
141	2.614364429e-05
142	2.563996938e-05
143	2.504660976e-05
144	2.393179257e-05
145	2.318388513e-05
146	2.274515952e-05
147	2.239675644e-05
148	2.19981887e-05
149	2.154897938e-05
150	2.122263977e-05
151	2.109084209e-05
152	2.060215869e-05
153	2.01145225e-05
154	1.99610923e-05
155	1.937959688e-05
156	1.92148584e-05
157	1.909609425e-05
158	1.878226385e-05
159	1.850645234e-05
160	1.816240191e-05
161	1.791650445e-05
162	1.779861227e-05
163	1.724312358e-05
164	1.697025263e-05
165	1.685457699e-05
166	1.671251108e-05
167	1.634489025e-05
168	1.621791497e-05
169	1.575441372e-05
170	1.556518117e-05
171	1.519523031e-05
172	1.500781639e-05
173	1.475645011e-05
174	1.436910589e-05
175	1.405403577e-05
176	1.389387979e-05
177	1.374620714e-05
178	1.343107957e-05
179	1.323268203e-05
180	1.29471812e-05
181	1.271056653e-05
182	1.242894718e-05
183	1.239165229e-05
184	1.232146114e-05
185	1.231615176e-05
186	1.21677192e-05
187	1.211854e-05
188	1.184629178e-05
189	1.174413019e-05
190	1.154725895e-05
191	1.143730353e-05
192	1.126690158e-05
193	1.108128187e-05
194	1.099537592e-05
195	1.102926554e-05
196	1.097888038e-05
197	1.091811422e-05
198	1.080493957e-05
199	1.053363944e-05
200	1.028674505e-05
201	1.02185054e-05
202	1.002566575e-05
203	9.812994248e-06
204	9.699695333e-06
205	9.497955734e-06
206	9.320561529e-06
207	9.28384484e-06
208	9.289491075e-06
209	8.986391465e-06
210	8.95081609e-06
211	8.782409461e-06
212	8.64217942e-06
213	8.514435596e-06
214	8.508282988e-06
215	8.364522703e-06
216	8.304823877e-06
217	8.255852969e-06
218	8.088116476e-06
219	8.12240473e-06
220	8.134335015e-06
221	8.02131263e-06
222	7.864635173e-06
223	7.709501973e-06
224	7.771363478e-06
225	7.735237916e-06
226	7.571372122e-06
227	7.504620709e-06
228	7.435394175e-06
229	7.328800927e-06
230	7.300468477e-06
231	7.196425768e-06
232	7.100768734e-06
233	6.98172231e-06
234	7.038876345e-06
235	6.828261218e-06
236	6.94569084e-06
237	6.849978501e-06
238	6.836080905e-06
239	6.722250478e-06
240	6.673859205e-06
241	6.696261708e-06
242	6.62262219e-06
243	6.512681855e-06
244	6.451670051e-06
245	6.359959851e-06
246	6.281849888e-06
247	6.277389499e-06
248	6.291028521e-06
249	6.164780831e-06
250	5.98385315e-06
251	5.996943423e-06
252	5.922753e-06
253	5.80982758e-06
254	5.714603297e-06
255	5.681561222e-06
256	5.633568583e-06
257	5.642686165e-06
258	5.484607025e-06
259	5.437972614e-06
260	5.391457434e-06
261	5.360381952e-06
262	5.233614242e-06
