iter	Passed	Remaining
404	8337	3499
405	8356	3478
406	8374	3456
407	8395	3436
408	8414	3415
409	8435	3394
410	8455	3374
411	8477	3353
412	8498	3333
413	8519	3313
414	8538	3291
415	8558	3271
416	8578	3250
417	8599	3229
418	8619	3209
419	8640	3188
420	8661	3168
421	8682	3147
422	8703	3127
423	8724	3106
424	8744	3086
425	8765	3065
426	8785	3045
427	8806	3024
428	8827	3004
429	8847	2983
430	8867	2962
431	8887	2941
432	8907	2921
433	8926	2900
434	8946	2879
435	8968	2859
436	8990	2839
437	9010	2818
438	9030	2797
439	9051	2777
440	9070	2756
441	9091	2735
442	9112	2715
443	9132	2694
444	9152	2673
445	9172	2652
446	9193	2632
447	9215	2612
448	9236	2591
449	9257	2571
450	9277	2550
451	9298	2530
452	9318	2509
453	9337	2488
454	9356	2467
455	9376	2446
456	9394	2425
457	9413	2404
458	9432	2383
459	9451	2362
460	9470	2342
461	9490	2321
462	9511	2300
463	9531	2280
464	9551	2259
465	9573	2239
466	9594	2218
467	9615	2198
468	9635	2177
469	9657	2157
470	9677	2136
471	9698	2116
472	9717	2095
473	9738	2075
474	9758	2054
475	9779	2034
476	9799	2013
477	9820	1992
478	9840	1972
479	9859	1951
480	9880	1930
481	9898	1909
482	9918	1889
483	9939	1868
484	9961	1848
485	9980	1827
486	10000	1807
487	10019	1786
488	10039	1765
489	10059	1744
490	10077	1724
491	10097	1703
492	10116	1682
493	10137	1662
494	10157	1641
495	10176	1620
496	10194	1599
497	10215	1579
498	10238	1559
499	10258	1538
500	10279	1518
501	10299	1497
502	10320	1477
503	10341	1456
504	10361	1436
505	10380	1415
506	10399	1394
507	10419	1374
508	10437	1353
509	10455	1332
510	10476	1312
511	10496	1291
512	10518	1271
513	10538	1250
514	10560	1230
515	10581	1209
516	10602	1189
517	10623	1168
518	10643	1148
519	10665	1128
520	10686	1107
521	10707	1087
522	10727	1066
523	10748	1046
524	10769	1025
525	10790	1005
526	10811	984
527	10832	964
528	10854	943
529	10874	923
530	10896	902
531	10916	882
532	10938	861
533	10959	841
534	10981	821
535	11000	800
536	11021	779
537	11042	759
538	11063	738
539	11084	718
540	11105	697
541	11126	677
542	11146	656
543	11166	636
544	11187	615
545	11207	595
546	11228	574
547	11248	554
548	11269	533
549	11289	513
550	11311	492
551	11332	472
552	11353	451
553	11374	431
554	11395	410
555	11416	390
556	11437	369
557	11458	349
558	11479	328
559	11500	308
560	11520	287
561	11541	266
562	11562	246
563	11583	225
564	11604	205
565	11625	184
566	11646	164
567	11668	143
568	11689	123
569	11710	102
570	11732	82
571	11752	61
572	11773	41
573	11793	20
574	11814	0
