iter	Logloss
0	0.6413936777
1	0.5895557255
2	0.5370885596
3	0.4891500572
4	0.4467774034
5	0.4076291336
6	0.3731315408
7	0.3401723279
8	0.3108652881
9	0.2842243342
10	0.2577317994
11	0.2339030898
12	0.213308673
13	0.1956471892
14	0.1772190765
15	0.1615354189
16	0.1465230738
17	0.1331460765
18	0.1210479773
19	0.1099591386
20	0.1000322979
21	0.0908638553
22	0.08251048136
23	0.0750513753
24	0.06836382598
25	0.06219467491
26	0.0566402011
27	0.05163535747
28	0.04713756385
29	0.04299621539
30	0.03924480485
31	0.03592914911
32	0.0328955104
33	0.03012898808
34	0.02759096944
35	0.02533196961
36	0.02326996331
37	0.02140922492
38	0.01971650672
39	0.01812373584
40	0.01672380668
41	0.01545503801
42	0.01428046085
43	0.0132239904
44	0.01223043645
45	0.0113237131
46	0.0104932305
47	0.009731480925
48	0.009041746871
49	0.00838239972
50	0.007798180021
51	0.007253432441
52	0.006761646263
53	0.006285966748
54	0.00587187352
55	0.005490259112
56	0.005130594939
57	0.004781623834
58	0.004481053308
59	0.00419298489
60	0.00392393609
61	0.003680845564
62	0.00345209737
63	0.003237263191
64	0.003032702317
65	0.002852481376
66	0.002685120764
67	0.002521395342
68	0.002377110406
69	0.002247344292
70	0.002122556832
71	0.002005693132
72	0.001889205867
73	0.001777500208
74	0.001686359647
75	0.001591352351
76	0.001509865109
77	0.001432118757
78	0.001351642838
79	0.001279575161
80	0.001217767816
81	0.001158832167
82	0.001103055715
83	0.001048867381
84	0.001001157577
85	0.0009526740664
86	0.0009070185778
87	0.0008655861832
88	0.0008238959555
89	0.0007848788567
90	0.0007482286196
91	0.0007136662988
92	0.0006831120845
93	0.0006531640573
94	0.0006241612568
95	0.0005987804688
96	0.0005723893575
97	0.0005493031593
98	0.0005260276052
99	0.0005055181158
100	0.0004844066136
101	0.0004644971363
102	0.0004465732217
103	0.0004292411087
104	0.0004125526124
105	0.0004014339511
106	0.0003859908429
107	0.0003717631099
108	0.0003567396961
109	0.0003443147936
110	0.0003329051473
111	0.0003211270007
112	0.0003133496816
113	0.0003025687837
114	0.0002923808258
115	0.0002824496144
116	0.0002738511726
117	0.0002643405353
118	0.0002557577036
119	0.0002479623942
120	0.0002405725491
121	0.0002330085443
122	0.0002248869936
123	0.0002195848578
124	0.0002127221492
125	0.0002067056427
126	0.0002034809187
127	0.0001980319796
128	0.0001921431477
129	0.0001864462762
130	0.0001813391366
131	0.0001760518346
132	0.0001711521791
133	0.0001664101765
134	0.000161745327
135	0.000157582914
136	0.0001536401281
137	0.0001496872173
138	0.0001457409645
139	0.0001417455012
140	0.0001380797548
141	0.0001346578355
142	0.0001314158111
143	0.0001280519853
144	0.0001250383591
145	0.0001220647326
146	0.0001194576746
147	0.0001164913615
148	0.0001141984621
149	0.0001113857742
150	0.0001088862531
151	0.0001067008215
152	0.0001044219712
153	0.0001019246147
154	9.984496919e-05
155	9.782643567e-05
156	9.558704163e-05
157	9.38355088e-05
158	9.175093877e-05
159	8.985549172e-05
160	8.787362886e-05
161	8.656060881e-05
162	8.457564982e-05
163	8.295208483e-05
164	8.149402939e-05
165	8.003747459e-05
166	7.799861352e-05
167	7.68666872e-05
168	7.562631853e-05
169	7.397236139e-05
170	7.213267927e-05
171	7.08619702e-05
172	6.992953761e-05
173	6.870785355e-05
174	6.74702576e-05
175	6.622663325e-05
176	6.509214981e-05
177	6.402673865e-05
178	6.295321199e-05
179	6.215101975e-05
180	6.07437142e-05
181	5.975963911e-05
182	5.872209748e-05
183	5.792289789e-05
184	5.707497944e-05
185	5.620867823e-05
186	5.530204102e-05
187	5.448767123e-05
188	5.368000685e-05
189	5.269818271e-05
190	5.168151628e-05
191	5.112637234e-05
192	5.006788652e-05
193	4.944109594e-05
194	4.860034001e-05
195	4.810516967e-05
196	4.707234986e-05
197	4.646770657e-05
198	4.561667043e-05
199	4.457425605e-05
200	4.399036291e-05
201	4.33975177e-05
202	4.279855785e-05
203	4.21972263e-05
204	4.148329116e-05
205	4.117723087e-05
206	4.046938451e-05
207	3.993857844e-05
208	3.957177698e-05
209	3.907038419e-05
210	3.87183519e-05
211	3.829260313e-05
212	3.771957232e-05
213	3.741068756e-05
214	3.670356565e-05
215	3.602463236e-05
216	3.565366751e-05
217	3.512101798e-05
218	3.492830297e-05
219	3.438810069e-05
220	3.413359234e-05
221	3.374753059e-05
222	3.329272644e-05
223	3.294653067e-05
224	3.241286132e-05
225	3.21067385e-05
226	3.154545188e-05
227	3.140030006e-05
228	3.105688132e-05
229	3.081411716e-05
230	3.047521972e-05
231	2.98949337e-05
232	2.971239109e-05
233	2.947503438e-05
234	2.919032362e-05
235	2.890476768e-05
236	2.858818786e-05
237	2.824998468e-05
238	2.772151364e-05
239	2.744547896e-05
240	2.707014588e-05
241	2.683369473e-05
242	2.650803133e-05
243	2.616261174e-05
244	2.589840964e-05
245	2.565126647e-05
246	2.553372545e-05
247	2.508245081e-05
248	2.491517974e-05
249	2.450736742e-05
250	2.430095482e-05
251	2.415945325e-05
252	2.395019461e-05
253	2.35842448e-05
254	2.336286898e-05
255	2.319874794e-05
256	2.31439166e-05
257	2.282547176e-05
258	2.256348612e-05
259	2.23107587e-05
260	2.224991188e-05
261	2.207965678e-05
262	2.185186015e-05
263	2.168986716e-05
264	2.159302454e-05
265	2.134493485e-05
266	2.105556049e-05
267	2.091775013e-05
268	2.072363798e-05
269	2.058147233e-05
270	2.037711447e-05
271	2.019847653e-05
272	2.015833458e-05
273	1.991091543e-05
274	1.984419544e-05
275	1.963383936e-05
276	1.946968167e-05
277	1.927855354e-05
278	1.909498032e-05
279	1.895666975e-05
280	1.888004041e-05
281	1.870535241e-05
282	1.85495021e-05
283	1.853221894e-05
284	1.827538634e-05
285	1.822457393e-05
286	1.804398365e-05
287	1.796759147e-05
288	1.775577034e-05
289	1.764555784e-05
290	1.768880887e-05
291	1.757343363e-05
292	1.733997404e-05
293	1.730559422e-05
294	1.709477889e-05
295	1.690338017e-05
296	1.68465911e-05
297	1.666880589e-05
298	1.657861586e-05
299	1.656373565e-05
300	1.613518074e-05
301	1.601202744e-05
302	1.60687087e-05
303	1.581054256e-05
304	1.569439652e-05
305	1.559711298e-05
306	1.552781432e-05
307	1.541199277e-05
308	1.530322378e-05
309	1.511533839e-05
310	1.502109493e-05
311	1.487773374e-05
312	1.476543415e-05
313	1.459190505e-05
314	1.442670166e-05
315	1.445480404e-05
316	1.434941363e-05
317	1.418911425e-05
318	1.415048047e-05
319	1.407664541e-05
320	1.392185267e-05
321	1.384602323e-05
322	1.379168131e-05
323	1.368017409e-05
324	1.363917725e-05
325	1.350320819e-05
326	1.35356691e-05
327	1.345563314e-05
328	1.329764939e-05
329	1.321582173e-05
330	1.312817696e-05
331	1.302574253e-05
332	1.296731053e-05
333	1.29220565e-05
334	1.278251804e-05
335	1.26581099e-05
336	1.268046309e-05
337	1.258094046e-05
338	1.249155896e-05
339	1.249576332e-05
340	1.247349314e-05
341	1.227292783e-05
342	1.219467388e-05
343	1.211617628e-05
344	1.205981196e-05
345	1.198413237e-05
346	1.199537311e-05
347	1.187065665e-05
348	1.182569369e-05
349	1.184326469e-05
350	1.171069254e-05
351	1.161402348e-05
352	1.150457747e-05
353	1.146932983e-05
354	1.148961102e-05
355	1.144964263e-05
356	1.136935765e-05
357	1.124690507e-05
358	1.125920229e-05
359	1.11552737e-05
360	1.110463593e-05
361	1.103280064e-05
362	1.092565086e-05
363	1.093824023e-05
364	1.084714465e-05
365	1.080072849e-05
366	1.079170097e-05
367	1.070426103e-05
368	1.068790175e-05
369	1.062035382e-05
370	1.065705359e-05
371	1.056041687e-05
372	1.054219366e-05
373	1.051129591e-05
374	1.04482639e-05
375	1.042009683e-05
376	1.036789483e-05
377	1.033721593e-05
378	1.025964976e-05
379	1.02048044e-05
380	1.010611294e-05
381	1.020046421e-05
382	1.009522472e-05
383	1.008497146e-05
384	9.981535539e-06
385	1.009554921e-05
386	9.900435555e-06
387	9.837024076e-06
388	9.787380265e-06
389	9.872304062e-06
390	9.780747076e-06
391	9.670168048e-06
392	9.698012782e-06
393	9.653968318e-06
394	9.596344844e-06
395	9.545709235e-06
396	9.516450111e-06
397	9.476689785e-06
398	9.539501872e-06
399	9.313810651e-06
400	9.363011387e-06
401	9.264229367e-06
402	9.163988756e-06
403	9.212447799e-06
404	9.188292124e-06
405	9.159481465e-06
406	9.114154132e-06
407	9.064963099e-06
408	9.07550311e-06
409	9.016905626e-06
410	8.927336548e-06
411	8.900534819e-06
412	8.886924546e-06
413	8.823152462e-06
414	8.825861041e-06
415	8.730476469e-06
416	8.725086261e-06
417	8.697726646e-06
418	8.687819984e-06
419	8.595980012e-06
420	8.573620353e-06
421	8.585301472e-06
422	8.557671807e-06
423	8.512889424e-06
424	8.502594667e-06
425	8.430601439e-06
426	8.415205389e-06
427	8.374078645e-06
428	8.387287888e-06
429	8.277361614e-06
430	8.277515773e-06
431	8.254948053e-06
432	8.218365793e-06
